ORF,Sample,coverage,subtype,type,contigs,Domain,Phylum,Class,Order,Family,Genus,Species,Sample_type,mechanism
k141_882302_1,AT3,0.710321241493345,msbA,multidrug,k141_882302,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter,Tahibacter sp. W38,AT,Antibiotic efflux
k141_638449_3,AT3,0.598220396596902,bacA,bacitracin,k141_638449,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Schlegelella,Schlegelella aquatica,AT,Antibiotic target alteration
k141_456486_3,AT3,0.238817565234416,MuxB,multidrug,k141_456486,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas siliginis,AT,Antibiotic efflux
k141_154040_1,AT3,3.64599109993316,sul2,sulfonamide,k141_154040,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium rhizoryzae,AT,Antibiotic target replacement
k141_337286_1,AT3,0.480262896558789,bacA,bacitracin,k141_337286,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,AT,Antibiotic target alteration
k141_337313_2,AT3,0.267199156500138,bacA,bacitracin,k141_337313,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,AT,Antibiotic target alteration
k141_278500_1,AT3,0.220526252255296,mexK,multidrug,k141_278500,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas sp. HYN0024,AT,Antibiotic efflux
k141_279164_1,AT3,1.30263345812328,GES-5,beta_lactam,k141_279164,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae,AT,Antibiotic inactivation
k141_279164_2,AT3,0.462332257356723,AAC(6')-IIa,aminoglycoside,k141_279164,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae,AT,Antibiotic inactivation
k141_404841_1,AT3,0.311519093723253,mexK,multidrug,k141_404841,Bacteria,Pseudomonadota,Betaproteobacteria,Unclassified,Casimicrobiaceae,Casimicrobium,Casimicrobium huifangae,AT,Antibiotic efflux
k141_649924_1,AT3,0.460709225359984,oqxB,multidrug,k141_649924,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. TY2-98,AT,Antibiotic efflux
k141_224592_1,AT3,0.449528338271339,OXA-372,beta_lactam,k141_224592,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia mannitolilytica,AT,Antibiotic inactivation
k141_897473_1,AT3,0.95564810965648,ugd,polymyxin,k141_897473,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. BSw21498,AT,Antibiotic target alteration
k141_109715_1,AT3,0.593497287611684,lnu(F),macrolide-lincosamide-streptogramin,k141_109715,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,AT,Antibiotic inactivation
k141_720647_3,AT3,1.58396759169555,bacA,bacitracin,k141_720647,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Ferribacterium,Ferribacterium limneticum,AT,Antibiotic target alteration
k141_294764_3,AT3,0.954231176960914,arr-1,rifamycin,k141_294764,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus coprophilus,AT,Antibiotic inactivation
k141_787754_6,AT3,0.997580729974338,APH(3'')-Ib,aminoglycoside,k141_787754,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Niveispirillum,Niveispirillum cyanobacteriorum,AT,Antibiotic inactivation
k141_787754_7,AT3,1.28063235772305,APH(6)-Id,aminoglycoside,k141_787754,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Niveispirillum,Niveispirillum cyanobacteriorum,AT,Antibiotic inactivation
k141_788132_1,AT3,2.69996095766476,OXA-10,beta_lactam,k141_788132,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_608822_2,AT3,0.456982262997103,MuxB,multidrug,k141_608822,Bacteria,Pseudomonadota,Betaproteobacteria,Unclassified,Casimicrobiaceae,Casimicrobium,Casimicrobium huifangae,AT,Antibiotic efflux
k141_182444_2,AT3,1.18770733530659,rosB,polymyxin,k141_182444,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. HW608,AT,Antibiotic efflux
k141_121485_2,AT3,0.538820860504617,mexK,multidrug,k141_121485,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. GCEP-101,AT,Antibiotic efflux
k141_62742_5,AT4,0.0971446044515852,MuxC,multidrug,k141_62742,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas orientalis,AT,Antibiotic efflux
k141_438211_3,AT4,2.84308946055368,erm(F),macrolide-lincosamide-streptogramin,k141_438211,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,AT,Antibiotic target alteration
k141_565742_2,AT4,0.615169868736898,ugd,polymyxin,k141_565742,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Ferribacterium,Ferribacterium limneticum,AT,Antibiotic target alteration
k141_940781_1,AT4,0.319987420388106,smeE,multidrug,k141_940781,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,AT,Antibiotic efflux
k141_254135_1,AT4,0.594531869513712,tap,multidrug,k141_254135,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum,AT,Antibiotic efflux
k141_879051_1,AT4,0.384755958490759,bacA,bacitracin,k141_879051,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. Q1-7,AT,Antibiotic target alteration
k141_443366_1,AT4,0.426958862307647,IMP-8,beta_lactam,k141_443366,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas sp. XSG,AT,Antibiotic inactivation
k141_943353_1,AT4,0.950012383160453,bacA,bacitracin,k141_943353,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. YS12,AT,Antibiotic target alteration
k141_944356_1,AT4,0.442601415772915,lnu(H),macrolide-lincosamide-streptogramin,k141_944356,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Amniculibacterium,Amniculibacterium sp. G2-70,AT,Antibiotic inactivation
k141_132222_2,AT4,0.115978009148101,mexW,multidrug,k141_132222,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. CCBAU 051011,AT,Antibiotic efflux
k141_321402_1,AT4,0.583097302376542,MuxB,multidrug,k141_321402,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. WJP1,AT,Antibiotic efflux
k141_135263_13,AT4,0.958510382840588,arr-1,rifamycin,k141_135263,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus coprophilus,AT,Antibiotic inactivation
k141_448265_1,AT4,0.59940427473572,bacA,bacitracin,k141_448265,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia oryzae,AT,Antibiotic target alteration
k141_324671_6,AT4,1.06807387871662,bacA,bacitracin,k141_324671,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia oryzae,AT,Antibiotic target alteration
k141_263022_1,AT4,1.41421971703904,OXA-10,beta_lactam,k141_263022,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_763119_1,AT4,0.744321417929688,tet(G),tetracycline,k141_763119,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Paradevosia,Paradevosia shaoguanensis,AT,Antibiotic efflux
k141_888883_2,AT4,2.32993660149038,oqxB,multidrug,k141_888883,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas euroxanthea,AT,Antibiotic efflux
k141_888883_3,AT4,2.15469406754596,oqxB,multidrug,k141_888883,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas euroxanthea,AT,Antibiotic efflux
k141_639855_1,AT4,5.6629324625229,qacEdelta1,multidrug,k141_639855,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic efflux
k141_639855_2,AT4,1.41591767643459,GES-2,beta_lactam,k141_639855,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_327812_1,AT4,0.620985584734211,erm(B),macrolide-lincosamide-streptogramin,k141_327812,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus lutrae,AT,Antibiotic target alteration
k141_266485_1,AT4,0.135369197607406,bacA,bacitracin,k141_266485,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. YS12,AT,Antibiotic target alteration
k141_79379_1,AT4,0.539983898593925,bacA,bacitracin,k141_79379,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,AT,Antibiotic target alteration
k141_642010_1,AT4,3.27385437677212,mexK,multidrug,k141_642010,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas sp. HYN0024,AT,Antibiotic efflux
k141_456470_2,AT4,0.886096926106771,MuxB,multidrug,k141_456470,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. 1608163,AT,Antibiotic efflux
k141_768903_1,AT4,0.450352969535201,lnu(F),macrolide-lincosamide-streptogramin,k141_768903,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,AT,Antibiotic inactivation
k141_21712_2,AT4,0.639211989453574,bacA,bacitracin,k141_21712,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas ureae,AT,Antibiotic target alteration
k141_398608_2,AT4,0.423661375945278,AAC(6')-IIb,aminoglycoside,k141_398608,Bacteria,Pseudomonadota,Betaproteobacteria,Unclassified,Casimicrobiaceae,Casimicrobium,Casimicrobium huifangae,AT,Antibiotic inactivation
k141_24670_1,AT4,0.261543165831191,OXA-119,beta_lactam,k141_24670,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix winogradskyi,AT,Antibiotic inactivation
k141_651282_1,AT4,0.440928064484549,smeE,multidrug,k141_651282,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter oculi,AT,Antibiotic efflux
k141_403018_9,AT4,3.32704069909451,lnu(H),macrolide-lincosamide-streptogramin,k141_403018,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. KACC 21268,AT,Antibiotic inactivation
k141_92185_3,AT4,1.30943019395629,bacA,bacitracin,k141_92185,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax radicis,AT,Antibiotic target alteration
k141_842347_4,AT4,2.62223990129889,MuxB,multidrug,k141_842347,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,Pigmentiphaga aceris,AT,Antibiotic efflux
k141_655210_1,AT4,0.729802634692391,bacA,bacitracin,k141_655210,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JMULE5,AT,Antibiotic target alteration
k141_94042_1,AT4,1.67026707226628,tet(43),tetracycline,k141_94042,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Actinacidiphila,Actinacidiphila bryophytorum,AT,Antibiotic efflux
k141_94042_2,AT4,1.30985673448078,tet(43),tetracycline,k141_94042,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Actinacidiphila,Actinacidiphila bryophytorum,AT,Antibiotic efflux
k141_719425_2,AT4,0.297561232043038,qacH,multidrug,k141_719425,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. FDAARGOS 1410,AT,Antibiotic efflux
k141_282962_1,AT4,1.35329004365676,mexN,multidrug,k141_282962,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas sp. NLF-7-7,AT,Antibiotic efflux
k141_845583_2,AT4,0.472434644379722,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,mupirocin,k141_845583,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium moriokaense,AT,Antibiotic target alteration
k141_35134_1,AT4,0.123040535909295,bacA,bacitracin,k141_35134,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Schlegelella,Schlegelella aquatica,AT,Antibiotic target alteration
k141_911386_1,AT4,0.410299173745528,tet(43),tetracycline,k141_911386,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sambongensis,AT,Antibiotic efflux
k141_974846_6,AT4,1.45301849936244,APH(3'')-Ib,aminoglycoside,k141_974846,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Niveispirillum,Niveispirillum cyanobacteriorum,AT,Antibiotic inactivation
k141_974846_7,AT4,1.43179810826928,APH(6)-Id,aminoglycoside,k141_974846,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Niveispirillum,Niveispirillum cyanobacteriorum,AT,Antibiotic inactivation
k141_790805_1,AT4,0.423005159753761,MuxC,multidrug,k141_790805,Bacteria,Pseudomonadota,Betaproteobacteria,Unclassified,Casimicrobiaceae,Casimicrobium,Casimicrobium huifangae,AT,Antibiotic efflux
k141_916890_2,AT4,0.836716657695174,Other class A beta-lactamase,beta_lactam,k141_916890,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_795104_2,AT4,0.0917472262763641,efpA,multidrug,k141_795104,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,AT,Antibiotic efflux
k141_983407_2,AT4,0.249009436573231,OprM,multidrug,k141_983407,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas aquatica,AT,Antibiotic efflux
k141_236781_1,AT4,0.421782957097062,RbpA,rifamycin,k141_236781,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia amarae,AT,Antibiotic target protection
k141_986546_1,AT4,0.306067434425568,smeE,multidrug,k141_986546,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. CW239,AT,Antibiotic efflux
k141_676275_1,AT4,1.96199618290722,ere(A),macrolide-lincosamide-streptogramin,k141_676275,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,AT,Antibiotic inactivation
k141_925496_2,AT4,0.614357801199897,bacA,bacitracin,k141_925496,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia testudinis,AT,Antibiotic target alteration
k141_554498_1,AT4,0.18214920936012,oqxB,multidrug,k141_554498,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,AT,Antibiotic efflux
k141_929784_1,AT4,0.726931688854507,lnu(H),macrolide-lincosamide-streptogramin,k141_929784,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium suipulveris,AT,Antibiotic inactivation
k141_118937_1,AT4,0.307896637059419,mexW,multidrug,k141_118937,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Aromatoleum petrolei,AT,Antibiotic efflux
k141_869468_1,AT4,1.05856694664203,aadS,aminoglycoside,k141_869468,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Alkalitalea,Alkalitalea saponilacus,AT,Antibiotic inactivation
k141_247329_5,AT4,2.02761780205884,oqxB,multidrug,k141_247329,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,AT,Antibiotic efflux
k141_309621_1,AT4,0.373583877830195,mexK,multidrug,k141_309621,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas sp. HYN0024,AT,Antibiotic efflux
k141_746697_3,AT4,2.70254435773569,bacA,bacitracin,k141_746697,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Ferribacterium,Ferribacterium limneticum,AT,Antibiotic target alteration
k141_871162_1,AT4,0.634011476135808,vat(F),macrolide-lincosamide-streptogramin,k141_871162,Bacteria,Pseudomonadota,Betaproteobacteria,Unclassified,Casimicrobiaceae,Casimicrobium,Casimicrobium huifangae,AT,Antibiotic inactivation
k141_61882_4,AT4,0.479866292748644,OXA-372,beta_lactam,k141_61882,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Fluviibacteraceae,Fluviibacter,Fluviibacter phosphoraccumulans,AT,Antibiotic inactivation
k141_854075_3,AT5,0.796910398806734,erm(B),macrolide-lincosamide-streptogramin,k141_854075,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,AT,Antibiotic target alteration
k141_60380_1,AT5,2.68338702918072,tetX2,tetracycline,k141_60380,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter stercoris,AT,Antibiotic inactivation
k141_516404_1,AT5,0.855550342499712,arr-1,rifamycin,k141_516404,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. JS614,AT,Antibiotic inactivation
k141_859016_1,AT5,0.493249945294435,tap,multidrug,k141_859016,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium tokaiense,AT,Antibiotic efflux
k141_802951_2,AT5,0.665018115496667,RbpA,rifamycin,k141_802951,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. MS1601,AT,Antibiotic target protection
k141_691127_1,AT5,1.21332742359697,bacA,bacitracin,k141_691127,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium vaccinii,AT,Antibiotic target alteration
k141_9270_1,AT5,2.57015909029233,erm(F),macrolide-lincosamide-streptogramin,k141_9270,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,AT,Antibiotic target alteration
k141_521832_9,AT5,2.42753412908267,mexK,multidrug,k141_521832,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Ferribacterium,Ferribacterium limneticum,AT,Antibiotic efflux
k141_10814_2,AT5,0.673838128669223,ugd,polymyxin,k141_10814,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. BSw21498,AT,Antibiotic target alteration
k141_523925_2,AT5,3.31895373378568,oqxB,multidrug,k141_523925,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas euroxanthea,AT,Antibiotic efflux
k141_523925_3,AT5,3.06582026220948,oqxB,multidrug,k141_523925,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas euroxanthea,AT,Antibiotic efflux
k141_410736_1,AT5,4.06269930499011,sul2,sulfonamide,k141_410736,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix litoralis,AT,Antibiotic target replacement
k141_240180_4,AT5,1.72433523713913,APH(3'')-Ib,aminoglycoside,k141_240180,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter aquarius,AT,Antibiotic inactivation
k141_240180_5,AT5,2.03345267721862,APH(6)-Id,aminoglycoside,k141_240180,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter aquarius,AT,Antibiotic inactivation
k141_71897_3,AT5,1.56292808960517,amrB,multidrug,k141_71897,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. RAC07,AT,Antibiotic efflux
k141_814510_1,AT5,0.343753894686212,MuxB,multidrug,k141_814510,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia multivorans,AT,Antibiotic efflux
k141_875204_1,AT5,0.638077643606803,bacA,bacitracin,k141_875204,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,AT,Antibiotic target alteration
k141_78886_1,AT5,0.39764390322768,mexW,multidrug,k141_78886,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Unclassified,Nordella,Nordella sp. HKS 07,AT,Antibiotic efflux
k141_306887_2,AT5,0.571705458150011,efpA,multidrug,k141_306887,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium brumae,AT,Antibiotic efflux
k141_306887_3,AT5,0.800980476827781,efpA,multidrug,k141_306887,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium brumae,AT,Antibiotic efflux
k141_649916_1,AT5,0.326331422622848,MuxB,multidrug,k141_649916,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter sp. AONIH1,AT,Antibiotic efflux
k141_596712_14,AT5,1.21295576836565,tet(43),tetracycline,k141_596712,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides ungokensis,AT,Antibiotic efflux
k141_27183_2,AT5,1.18345903366524,bacA,bacitracin,k141_27183,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. YS12,AT,Antibiotic target alteration
k141_711363_1,AT5,1.95520565388305,OXA-10,beta_lactam,k141_711363,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_711363_2,AT5,2.99526015682903,aadA,aminoglycoside,k141_711363,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_540565_1,AT5,0.349047715542094,sdeY,multidrug,k141_540565,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea rwandensis,AT,Antibiotic efflux
k141_313844_1,AT5,0.494310522417959,smeE,multidrug,k141_313844,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. CW239,AT,Antibiotic efflux
k141_313844_3,AT5,0.385678417731509,smeE,multidrug,k141_313844,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. CW239,AT,Antibiotic efflux
k141_371502_1,AT5,0.585864615987147,AAC(6')-IIa,aminoglycoside,k141_371502,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus pleuropneumoniae,AT,Antibiotic inactivation
k141_372882_2,AT5,1.12344124618785,GES-5,beta_lactam,k141_372882,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae,AT,Antibiotic inactivation
k141_657841_1,AT5,0.495715560487585,vat(F),macrolide-lincosamide-streptogramin,k141_657841,Bacteria,Pseudomonadota,Betaproteobacteria,Unclassified,Casimicrobiaceae,Casimicrobium,Casimicrobium huifangae,AT,Antibiotic inactivation
k141_659122_2,AT5,0.795079316935351,MuxC,multidrug,k141_659122,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia sp. J780,AT,Antibiotic efflux
k141_487534_3,AT5,1.91041666612807,mexK,multidrug,k141_487534,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas sp. HYN0024,AT,Antibiotic efflux
k141_317013_2,AT5,0.256251749614591,MuxB,multidrug,k141_317013,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Unclassified,Xylophilus,Xylophilus rhododendri,AT,Antibiotic efflux
k141_885975_2,AT5,1.15954619219637,lnu(H),macrolide-lincosamide-streptogramin,k141_885975,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter brevis,AT,Antibiotic inactivation
k141_603082_3,AT5,0.654502991878819,RbpA,rifamycin,k141_603082,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia amarae,AT,Antibiotic target protection
k141_887029_2,AT5,0.243570147940998,bacA,bacitracin,k141_887029,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Schlegelella,Schlegelella aquatica,AT,Antibiotic target alteration
