BacMet_ID	Gene_name	Accession	Organism	Location	Compound
BAC0265	ncrC	D5CKG5	Leptospirillum ferriphilum	Chromosome	Nickel (Ni)
BAC0700	ncrC	Q1KLR0	Serratia marcescens strain C-1	Chromosome	Cobalt (Co), Nickel (Ni)
BAC0133	ncrC	Q8VTR4	Hafnia alvei 5-5	Plasmid pNRS148	Cobalt (Co), Nickel (Ni)
BAC0266	ncrY	Q06VT0	Leptospirillum ferriphilum	Chromosome	Nickel (Ni)
BAC0701	ncrY	Q8VTR3	Hafnia alvei 5-5	Plasmid pNRS148	Cobalt (Co), Nickel (Ni)
BAC0267	nczA	B8GZE9	Caulobacter crescentus (strain NA1000 / CB15N)	Chromosome	Nickel (Ni), Cobalt (Co), Zinc (Zn)
BAC0540	nfsA	P17117	Escherichia coli K12	Chromosome	Chromium (Cr)
BAC0268	nhlF	P96454	Rhodococcus rhodochrous	Chromosome	Cobalt (Co)
BAC0269	nia	Q92Z60	Sinorhizobium melitoli	Plasmid pSymA (Sinorhizobium melitoli)	Iron (Fe), Nickel (Ni)
BAC0270	nikA	P33590	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0271	nikB	P33591	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0272	nikC	P0AFA9	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0273	nikD	P33593	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0274	nikE	P33594	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0275	nikR	P0A6Z6	Escherichia coli (strain K12)	Chromosome	Nickel (Ni)
BAC0276	nirA	Q6RUG3	Klebsiella oxytoca	Chromosome	Nickel (Ni)
BAC0277	nirB	Q6RUG2	Klebsiella oxytoca	Chromosome	Nickel (Ni)
BAC0278	nirC	Q6RUG1	Klebsiella oxytoca	Chromosome	Nickel (Ni)
BAC0279	nirD	Q6RUG0	Klebsiella oxytoca	Chromosome	Nickel (Ni)
BAC0280	nixA	Q48262	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	Plasmid pRHL2 (Rhodococcus sp. (strain RHA1))	Nickel (Ni)
BAC0281	nmtR	O69711	Mycobacterium tuberculosis	Chromosome	Nickel (Ni), Cadmium (Cd), Lead (Pb)
BAC0282	norA	P0A0J7	Staphylococcus aureus	Chromosome	Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Crystal Violet [class: Triarylmethane], Dequalinium [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine] , Pentamidine [class: Diamidine], Pyronin Y [class: Xanthene], Rhodamine 6G [class: Xanthene], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)]
BAC0283	norB	Q8NWQ5	Staphylococcus aureus (strain MW2)	Chromosome	Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)]
BAC0284	norM/pmpM	Q9F5N7	Only gram -ve, N. gonorrhoeae, N. meningitidis, Burkholderia vietnamiensis	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)]
BAC0285	nreB	F0KND8	Acromobacter xylosoxidans 31A, Synechocystis spp.	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)),	Cobalt (Co), Nickel (Ni)
BAC0286	nrsA	Q55935	Synechocystis sp. (strain PCC 6803 / Kazusa)	Chromosome	Nickel (Ni)
BAC0287	nrsD/nreB	F7UKI9	Acinetobacter calcoaceticus (strain PHEA-2), Synechocystis sp. (strain PCC 6803 / Kazusa)	Chromosome	Nickel (Ni), Cobalt (Co)
BAC0288	nrsR	F7UKI5	Synechocystis sp. (strain PCC 6803 / GT-S)	Chromosome	Nickel (Ni)
BAC0289	nrsS	F7UKI4	Synechocystis sp. (strain PCC 6803 / GT-S)	Chromosome	Nickel (Ni)
BAC0290	ompD/nmpC	P37592	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Chromosome	Methyl Viologen [class: Paraquat]
BAC0291	oprJ	Q51397	Pseudomonas aeruginosa (strain ATCC 15692/PAO1/1C/PRS 101/LMG 12228)	Chromosome	Triclosan [class: Phenolic compounds], n-hexane [class: Alkane], p-xylene [class: Aromatic hydrocarbons]
BAC0292	oprM/oprK	Q51487	Pseudomonas aeruginosa	Chromosome	n-hexane [class: Alkane], p-xylene [class: Aromatic hydrocarbons]
BAC0562	oprN	P95423	Pseudomonas aeruginosa (strain ATCC 15692/PAO1/1C/PRS 101/LMG 12228)	Chromosome	Triclosan [class: Phenolic compounds], n-hexane [class: Alkane], p-xylene [class: Aromatic hydrocarbons]
BAC0294	oqxA	Q69HW3	Escherichia coli	Plasmid p0LA52 (E. coli), Plasmid pGDGK3 (Klebsiella pneumoniae)	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Clorine Dioxide (ClO2) [class: Halogens], Triclosan [class: Phenolic compounds], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Acriflavine [class: Acridine]
BAC0295	oqxB	Q69HW2	Escherichia coli	Plasmid pOLA52 (E. coli),	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Clorine Dioxide (ClO2) [class: Halogens], Triclosan [class: Phenolic compounds], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Acriflavine [class: Acridine]
BAC0358	oscA	B6CM35	Pseudomonas corrugata 28	Chromosome	Chromium (Cr), Dodine [class: Acetate]
BAC0296	ostA/lptD	P31554	Escherichia coli (strain K12)	Chromosome	n-hexane [class: Alkane]
BAC0536	oxyRkp	C4WZN6	Klebsiella pneumoniae NTUH-K2044	Chromosome	Hydrogen Peroxide (H2O2) [class: Peroxides], Sodium Deoxycholate (SDC) [class: Acid], Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene], Ethidium Bromide [class: Phenanthridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0297	PA0320	Q9I6H1	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	Chromosome	Cadmium (Cd), Mercury (Hg), Tributyltin (TBT) [class: Organo-tin], Hydrogen Peroxide (H2O2) [class: Peroxides], Hydrochloric acid (HCl) [class: Acid]
BAC0298	pbrA	Q58AJ6	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839), Plasmid pLVPK  (Klebsiella pneumoniae)	Lead (Pb)
BAC0299	pbrB/pbrC	Q58AJ7	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)), Plasmid pLVPK (Klebsiella pneumoniae)	Lead (Pb)
BAC0300	pbrD	Q1LAL8	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839))	Lead (Pb)
BAC0301	pbrR	D8IQ72	Herbaspirillum seropedicae (strain SmR1)	Plasmid pLVPK (Klebsiella pneumoniae), Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839))	Lead (Pb)
BAC0302	pbrT	Q5GR69	Alcaligenes xylosoxydans xylosoxydans	Plasmid pA81	Lead (Pb)
BAC0506	pcm	R4IUI7	Stenotrophomonas maltophilia (strain K279a)	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Carbonyl cyanide 3-chlorophenylhydrazone (CCCP) [class: Hydrazone], Acriflavine [class: Acridine]
BAC0303	pcoA	Q47452	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0732	pcoA	Q56795	Xanthomonas campestris pv. Juglandis	Plasmid	Copper (Cu)
BAC0304	pcoB	Q47453	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0734	pcoB	Q56796	Xanthomonas campestris pv. Juglandis	Plasmid	Copper (Cu)
BAC0305	pcoC	Q47454	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0735	pcoC	Q56797	Xanthomonas campestris pv. Juglandis	Plasmid	Copper (Cu)
BAC0306	pcoD	Q47455	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0733	pcoD	Q56798	Xanthomonas campestris pv. Juglandis	Plasmid	Copper (Cu)
BAC0307	pcoE	Q47459	Escherichia coli	Plasmid pRJ1004	Copper (Cu), Silver (Ag)
BAC0308	pcoR	Q47456	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0309	pcoS	Q47457	Escherichia coli	Plasmid pRJ1004	Copper (Cu)
BAC0481	pdrM	Q8DPQ6	Streptococcus pneumoniae	Chromosome	Acriflavine [class: Acridine], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamindine]
BAC0612	perO	D5AQ60	Rhodobacter capsulatus	Chromosome	Molybdenum (Mo), Tungsten (W), Vanadium (V)
BAC0310	perR	Q2G282	Staphylococcus aureus (strain NCTC 8325)	Chromosome	Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0497	pfr	P52093	Helicobacter pylori	Chromosome	Iron (Fe), Copper (Cu), Manganese (Mn)
BAC0311	pgpA/ltpgpA	P21441	Leishmania tarentolae (Sauroleishmania tarentolae)	Chromosome	Arsenic (As), Antimony (Sb)
BAC0530	phoB	C4X6T6	Klebsiella pneumoniae NTUH-K2044	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides]
BAC0531	phoR	C4X6T5	Klebsiella pneumoniae NTUH-K2044	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides]
BAC0312	pitA	P0AFJ7	Escherichia coli (strain K12)	Chromosome	Zinc (Zn), Tellurium (Te)
BAC0313	pmpM	Q9I3Y3	Only gram -ve, Pseudomonas aeruginosa	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine]
BAC0314	pmrA	P0A4K4	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	Chromosome	Acriflavine [class: Acridine], Ethidium Bromide [class: Phenanthridine]
BAC0487	pmrA	Q70FH0	Erwinia carotovora ssp. Carotovora	Chromosome	Iron (Fe)
BAC0488	pmrB	Q70FG9	Erwinia carotovora ssp. Carotovora	Chromosome	Iron (Fe)
BAC0485	pmrC	Q70FH1	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Chromosome	Iron (Fe)
BAC0486	pmrG	Q8ZNF4	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Chromosome	Iron (Fe)
BAC0315	pstA	P07654	Escherichia coli (strain K12)	Chromosome	Arsenic (As)
BAC0316	pstB	P0AAH0	Escherichia coli (strain K12)	Chromosome	Arsenic (As)
BAC0317	pstC	P0AGH8	Escherichia coli (strain K12)	Chromosome	Arsenic (As)
BAC0318	pstS	P0AG82	Escherichia coli (strain K12)	Chromosome	Arsenic (As)
BAC0319	qacA	P0A0J9	Only gram +ve, Staphylococcus aureus	Plasmid VRSAp, pSK1 (S. aureus)	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Chlorhexidine [class: Biguanides], Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Crystal Violet [class: Triarylmethane], Pyronin Y [class: Xanthene], Quinaldine red [class: Quinolines], Rhodamine 6G [class: Xanthene], Safranin O [class: Azin], Cetrimide (CTM)  [class: Quaternary Ammonium Compounds (QACs)], Alexidine [class: Biguanides], Amicarbalide [class: Diamidine], Pentamidine [class: Diamidine], Hexamidine [class: Diamidine], Propamidine [class: Diamidine], Diamidinodiphenylamine [class: Diamidine], Dibrompropamidine [class: Diamidine], 1a-62/JC-1-127 [class: Guanylhydrazones], 1i-39/JC-1-134 [class: Guanylhydrazones], Stilbamidine [class: Diamidine], Phenamidine [class: Diamidine], Diminazene [class: Diamidine]
BAC0320	qacB	Q7WUJ5	Only gram +ve, Staphylococcus aureus	Plasmid pTZ2162 (S. Aureus)	Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Pentamidine [class: Diamidine], Propamidine [class: Diamidine], Diaminodiphenylamine [class: Diamidine], Amicarbalide [class: Diamidine], Hexamidine [class: Diamidine], Stilbamidine [class: Diamidine], 1i-39/JC-1-134 [class: Guanylhydrazones], 1a-62/JC-1-127 [class: Guanylhydrazones]
BAC0321	qacC/qacD/smr	P14319	Staphylococcus aureus	Plasmid pTZ20, pWBG32, pTZ22, pKH8	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Pyronin Y [class: Xanthene], Rhodamine 6G [class: Xanthene], Crystal Violet [class: Triarylmethane], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Dequalinium [class: Quaternary Ammonium Compounds (QACs)]
BAC0322	qacE	P0AGC9	Only gram -ve, Escherichia coli, K. pneumoniae, Pseudomonas aeruginosa	Plasmid IncP-beta R751 (E. coli), Plasmid IncP-beta R751 (Enterobacter aerogenes)	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Pyronin Y [class: Xanthene], Rhodamine 6G [class: Xanthene], Crystal Violet [class: Triarylmethane], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Dequalinium [class: Quaternary Ammonium Compounds (QACs)]
BAC0323	qacEdelta1	Q7BQY4	Both gram +ve and -ve , Staphylococcus aureus, E. faecalis, P. aeruginosa	Plasmids Rms149, In786, R388-R151 hybrid, pOZ176, pKM0509, R1033,  pKLC102, pLQ1001	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Chlorhexidine [class: Biguanides], Pyronin Y [class: Xanthene], Rhodamine 6G [class: Xanthene], Methyl Viologen [class: Paraquat], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamindine], Acridine Orange [class: Acridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Deoxycholate (SDC) [class: Acid], Crystal Violet [class: Triarylmethane], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Dequalinium [class: Quaternary Ammonium Compounds (QACs)]
BAC0324	qacF	Q9X2N9	Only gram -ve, E. aerogenes, E. cloacae	Plasmid pIP833 (E. aerogenes)	Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)]
BAC0325	qacG	O87866	both gram +ve (A. aureus) and gram -ve (P. aeruginosa, A. salmonicida)	Plasmid pST94 (Staphylococcus spp.)	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine]
BAC0326	qacH/qacI	O87868	only gram +ve, Staphylococcus aureus	Plasmid pST2H6 ( Staphylococcus saprophyticus)	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Proflavin [class: Acridine]
BAC0327	qacJ	Q84EL2	only gram +ve, Staphylococcus spp.	Plasmid pNVH01(S. aureus)	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)]
BAC0328	qacR	P0A0N4	Staphylococcus aureus	Plasmid pSK1 (S. aureus)	Chlorhexidine [class: Biguanides], Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Dequalinium [class: Quaternary Ammonium Compounds (QACs)], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Pentamidine [class: Diamidine], Propamidine [class: Diamidine], Diaminodiphenylamine [class: Diamidine]
BAC0329	qacZ	Q82YU7	Enterococcus faecalis (strain ATCC 700802 / V583)	Plasmid pTEF1	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)]
BAC0711	qrg	E9NM73	Streptococcus oralis	Transposon	Cetyltrimethylammonium bromide (CTAB) [class: Quaternary Ammonium Compounds (QACs)]
BAC0330	rcnA/yohM	P76425	Escherichia coli (strain K12)	Chromosome	Cobalt (Co), Nickel (Ni), Iron (Fe)
BAC0331	rcnB/yohN	P64534	Escherichia coli (strain K12)	Chromosome	Nickel (Ni), Cobalt (Co)
BAC0332	rcnR/yohL	P64530	Escherichia coli (strain K12)	Chromosome	Cobalt (Co), Nickel (Ni), Iron (Fe)
BAC0356	recG	Q9HTL3	Pseudomonas aeruginosa PAO1	Chromosome	Chromium (Cr), Tellurium (Te), Selenium (Se)
BAC0357	recG	B5L350	Pseudomonas corrugata 28	Chromosome	Chromium (Cr)
BAC0333	ricR	O07434	Mycobacterium tuberculosis H37Rv	Chromosome	Copper (Cu)
BAC0334	robA	P0ACI0	Escherichia coli O157:H7	Chromosome	Silver (Ag), Mercury (Hg), Cadmium (Cd), Cyclohexane [class: Cycloalkane], Pentane [class: Alkane], n-hexane [class: Alkane], Diphenyl Ether [class: Phenyl]
BAC0335	rpoS	P35540	Escherichia coli, Shigella flexneri	Chromosome	Hydrochloric acid (HCl) [class: Acid],  Sodium hydroxide (NaOH) [class: Base]
BAC0355	ruvB	Q51426	Pseudomonas aeruginosa PAO1	Chromosome	Chromium (Cr), Tellurium (Te), Selenium (Se)
BAC0293	ruvB	B5L348	Pseudomonas corrugata 28	Chromosome	Chromium (Cr), Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Dodine [class: Acetate], 2-nitroimidazole [class: imidazole]
BAC0336	sdeA	D1RKV4	Legionella longbeachae D-4968	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Ethidium Bromide [class: Phenanthridine], n-hexane [class: Alkane], Chlorhexidine [class: Biguanides], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)]
BAC0337	sdeB	Q84GI9	Serratia marcescens subsp. marcescens	Chromosome	Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Ethidium Bromide [class: Phenanthridine], n-hexane [class: Alkane], Chlorhexidine [class: Biguanides], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)]
BAC0338	sdeX	Q7WSD6	Only gram -ve, Serratia marcescens	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Triclosan [class: Phenolic compounds], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene]
BAC0339	sdeY	Q7WSD5	Only gram -ve, Serratia marcescens	Chromosome	Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Triclosan [class: Phenolic compounds], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene]
BAC0340	sepA	Q849Q9	Staphylococcus aureus	Chromosome	Acriflavine [class: Acridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides], Ethidium Bromide [class: Phenanthridine]
BAC0754	sh-fabI	I2EC90	Staphylococcus aureus	Plasmid	Triclosan [class: Phenolic compounds]
BAC0341	silA	Q9ZHC9	Salmonella typhimurium	Plasmid pMG101 (Salmonella typhimurium)	Silver (Ag)
BAC0342	silB	Q9ZHD0	Salmonella typhimurium	Plasmid pMG101 (Salmonella typhimurium)	Silver (Ag)
BAC0343	silC	Q9ZHD2	Salmonella typhimurium	Plasmid pMG101 (Salmonella typhimurium)	Silver (Ag)
BAC0344	silE	Q9Z4N3	Salmonella typhimurium	Plasmid pMG101 (Salmonella typhimurium)	Silver (Ag)
BAC0345	silF	Q9ZHD1	Salmonella typhimurium	Plasmid pMG101 (Salmonella typhimurium)	Silver (Ag)
BAC0346	silP	Q9ZHC7	Salmonella typhimurium	Plasmid pMG101 (Salmonella typhimurium), Plasmid pLVPK (Klebsiella pneumoniae)	Silver (Ag)
BAC0347	silR	Q9ZHD3	Salmonella typhimurium	Plasmid pMG101 (Salmonella typhimurium)	Silver (Ag)
BAC0348	silS	Q9ZHD4	Salmonella typhimurium	Plasmid pMG101 (Salmonella typhimurium)	Silver (Ag)
BAC0349	sitA	Q9XCS2	Escherichia coli O45:K1 (strain S88 / ExPEC)	Plasmid pECOS88 (Escherichia coli O45:K1 (strain S88 / ExPEC)), Plasmid pCVM29188_146 (Salmonella enterica subsp. enterica serovar Kentucky str. CVM29188)	Manganese (Mn), Iron (Fe), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0350	sitB	Q9XCS1	Escherichia coli (strain SMS-3-5 / SECEC)	Plasmid pSMS35_130 (Escherichia coli (strain SMS-3-5 / SECEC)), Plasmid pCS0010A (Salmonella enterica subsp. enterica serovar Kentucky)	Manganese (Mn), Iron (Fe), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0351	sitC	Q9XCS0	Escherichia coli (strain SMS-3-5 / SECEC)	Plasmid pSMS35_130 (Escherichia coli (strain SMS-3-5 / SECEC)), Plasmid pPag3 (Pantoea vagans (strain C9-1) (Pantoea agglomerans (strain C9-1)))	Manganese (Mn), Iron (Fe), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0352	sitD	Q9XCR9	Escherichia coli (strain SMS-3-5 / SECEC	Plasmid pSMS35_130 (Escherichia coli (strain SMS-3-5 / SECEC)), Plasmid pPag3 (Pantoea vagans (strain C9-1) (Pantoea agglomerans (strain C9-1)))	Manganese (Mn), Iron (Fe), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0353	smdA	A7VN01	Serratia marcescens	Chromosome	4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Hoechst 33342 [class: Bisbenzimide]
BAC0354	smdB	A7VN02	Serratia marcescens	Chromosome	4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Hoechst 33342 [class: Bisbenzimide]
BAC0358	smeD	I0KSX9	Stenotrophomonas maltophilia	Chromosome	Triclosan [class: Phenolic compounds], Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene], Crystal Violet [class: Triarylmethane], Ethidium Bromide [class: Phenanthridine], Proflavin [class: Acridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0359	smeE	I0KSX8	Stenotrophomonas maltophilia	Chromosome	Triclosan [class: Phenolic compounds], Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene], Crystal Violet [class: Triarylmethane], Ethidium Bromide [class: Phenanthridine], Proflavin [class: Acridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0360	smeF	Q9F239	Stenotrophomonas maltophilia	Chromosome	Triclosan [class: Phenolic compounds], Acriflavine [class: Acridine], Rhodamine 6G [class: Xanthene], Crystal Violet [class: Triarylmethane], Ethidium Bromide [class: Phenanthridine], Proflavin [class: Acridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate]
BAC0362	smeT	Q5MXJ5	Stenotrophomonas maltophilia	Chromosome	Triclosan [class: Phenolic compounds]
BAC0363	smfY	Q2AAU2	Serratia marcescens	Chromosome	Acriflavine [class: Acridine], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine], Ethidium Bromide [class: Phenanthridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Methyl Viologen [class: Paraquat], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)]
BAC0364	smrA	C7SLZ1	Stenotrophomonas maltophilia	Chromosome	Ethidium Bromide [class: Phenanthridine], Rhodamine 6G [class: Xanthene], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamidine]
BAC0365	smtA	P30331	Cyanobacteria (e.g. Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2)); Escherichia coli (strain K12)	Chromosome	Zinc (Zn), Mercury (Hg)
BAC0366	smtB/ziaR	P30340	Cyanobacteria (e.g. Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2))	Chromosome	Zinc (Zn)
BAC0367	smvA/emrB	D0ZXQ3	Salmonella typhimurium	Chromosome	Methyl Viologen [class: Paraquat], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Hoechst 33342 [class: Bisbenzimide], Ethidium Bromide [class: Phenanthridine], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine]
BAC0368	sodA	P00448	Escherichia coli K12	Chromosome	Selenium (Se), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0705	sodA	P53652	Pseudomonas aeruginosa	Chromosome	Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0706	sodB	P53641	Pseudomonas aeruginosa	Chromosome	Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0707	sodB	P0AGD3	Escherichia coli K12	Chromosome	Selenium (Se), Hydrogen Peroxide (H2O2) [class: Peroxides]
BAC0370	soxR	P0ACS2	Escherichia coli (strain K12)	Chromosome	Methyl Viologen [class: Paraquat]
BAC0371	soxS	P0A9E2	Escherichia coli (strain K12)	Chromosome	Zinc (Zn), Cyclohexane [class: Cycloalkane]
BAC0372	srpA	O31099	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	n-hexane [class: Alkane], Toluene [class: Aromatic hydrocarbons], Dimethylphthalate [class: Pthalate]
BAC0373	srpB	O31100	Pseudomonas putida (Arthrobacter siderocapsulatus)	Chromosome	n-hexane [class: Alkane], Toluene [class: Aromatic hydrocarbons], Dimethylphthalate [class: Pthalate]
BAC0374	srpC	O31101	Pseudomonas putida	Chromosome	n-hexane [class: Alkane], Toluene [class: Aromatic hydrocarbons], Dimethylphthalate [class: Pthalate]
BAC0152	srpC	Q55027	Synechococcus elongatus strain PCC 7942 (Anacystis nidulans R2)	Plasmid pANL	Chromium (Cr)
BAC0375	srpR	Q9R9T9	Pseudomonas putida	Chromosome	n-hexane [class: Alkane], Toluene [class: Aromatic hydrocarbons], Dimethylphthalate [class: Pthalate]
BAC0376	srpS	Q9R9U0	Pseudomonas putida	Chromosome	n-hexane [class: Alkane], Toluene [class: Aromatic hydrocarbons], Dimethylphthalate [class: Pthalate]
BAC0377	ssmE	A7VN75	Serratia marcescens	Chromosome	Acriflavine [class: Acridine], Ethidium Bromide [class: Phenanthridine], Methyl Viologen [class: Paraquat], Chlorhexidine [class: Biguanides]
